A,B,C
2192,34.3646,3233800.815134
6959,-751347246357.3,-305550142.13
7473,-27151.465805545,-4967702236175.3
3181,-333504331381014.0,-310795203316.817
6921,-44.6553235802093,6896.573
3375,-4021060505564.0,-21849631990626.3
5112,4.8501,-5093800287.144
8861,484475527580574.0,88007450406.469
9837,8340462385566.0,-5797430775.2
1496,-100982088154633.0,30915115614349.2
674,-324.571962,205079047174.5
9583,-5.9407,-3058034684659.9
2455,-137931.12766,97364510553.2
737,9832249.0,-56183409811.869
9863,494329617099601.0,7617355757899.1
4990,-65924.426,4630.13332652338
7292,-1993901461055.55,4760902546.5719
6508,-8203160.42,-532356585548.0
3942,-726.384903,74398118585.7
4303,378.2249714227,816615506833.0
5041,-178066744538508.0,-2446.282993
769,-8.38,6327012268078.8
5314,441869.734935627,98166721.0
5180,-75124629.37,-2107.41429437
3131,-920944307.68,-91884859486888.4
3527,-97278988536290.0,-965315385197787.0
3429,-4156321.94624684,10262.3523
9155,626.56921593361,863283.35584
3194,-205807652.99,192162853155841.0
9983,-6745.4,-7753.8
5749,84517.2462861,4671321265.982
3676,-2260775977.51,88830954388.47
6495,32552657131.8,6221152064.6
6341,-88328088424.3388,45.82
1697,-526.79172356044,3398586123589.64
3330,45967264.57,6615772457.7911
7394,5.211886,-387123753.6
2429,37394895997.579,-32153885.0
7723,-740155689571.0,-20339.6324382907
8121,-5626530.1,-48232.90990023
5254,3.0,-572.536122939548
7937,7805.81457641,-17952.94462
4556,79175.9047,-5779.617092997
1562,3376450.111824,-9730753.9547
5070,-547809993.0,-17569273816.0
6176,-3514.386239,657.96984
4095,7834.6034441921,-233860191928.0
8539,5.5941726610601,-7295471901746.7
7110,-204462237.49094,54017876428985.0
1470,-61265.811203438,-142613206323.0
9220,8485051.9,57.24330018
110,962249382331.0,-2836.41752857
8107,-809835234188.0,86479831384024.0
56,-49152401296.44,76999545755.576
3701,7.503479673,55.688597537
8181,-54748737453546.1,-9256541.675
9299,-502376167.0,-9172.5
6123,861.0,3573805805.2512
4891,-34.21878051106,851.96493006246
5905,-3917.9116328,91496078.484762
3806,42589512753829.6,-5565612367301.5
9188,300963.0,-56112.8
5522,-4519330.0,12960270867603.3
6447,-3803794.4974,-81888974728.5748
6347,9487.52088,-1449874290141.0
7247,883146.0,6457966.18383436
872,51227.4803771,-58361.11320803
9207,905812.18013461,7211927437944.8
2690,115436643666757.0,-7644157894.3313
6217,-5826133133524.93,3884444.81
9400,6.285,33.85
7123,97231293.0,67.9008247
7215,-40673922.9,9215882768.0
8180,58.6931,69153.8243205
8797,9640459465848.0,-3650588.429
7342,-49412.218441,1920005.1851
461,-7950.27359,-565523520.0
3813,446821781.68,1402.453535
7172,-331835345242.81,-889661.422528
2989,-61851946678194.1,-661.7116462
4873,471.78545908,311.128904183544
6081,5661447.9149,-73.743
2511,5079944548430.0,782769788.54877
5336,61148726503.0,-239148945430.0
6751,81.153074244,1970.20985176
6188,-69460313992807.5,-81975594871495.0
4978,-488870.9766665,-642048113915.807
6139,-74084107274.9532,4199711321.0
7266,3128614.16,36.63396
6404,21.9369,-890879208465855.0
6267,-604072.8,29014.41
2571,709.3810781696,90114647.89
9182,-253444089460056.0,43043746830.0
1896,136104.70702,-235899346460.2
2038,9344.74790591,-766851033675752.0
8386,-71408.5712273,408734565143.0
4416,9419.34342,-4546151389959.2
7112,343316336.3002,2491.37429331
2864,547989085248.0,84469.0
3797,-5297629572423.8,202.0
3649,-22748.8,-27473801.0
4095,63677.130477,348304926.1
1616,-1888252.44,-9403141872.86
1089,-18030.3,-7990504084553.71
8201,-75710267.454,-2562037421625.1
9166,-97774502950443.0,-433287685.174
8515,576734.1235484,-610632555994.3
420,-974755854867998.0,321.0
7323,-542609743744.0,-5255658114094.0
4286,-946301711662.389,8.785915
5848,1406490094.98,-611547777.49
9989,9686062610.0,-5192733263156.56
9114,-6.78,17.686074854719
3203,-13.92615376607,266392795.332644
1258,-6864.2978,27.65
6320,84954036888828.8,71479458924.8
8737,-935770480.4859,89288660717266.3
669,4347720120600.0,-3.21
5953,505695597714.0,616.4
455,-18.7,-51603097511889.0
6714,-42302485403836.2,-83167481757185.0
1096,89013768.7,71209969.79
6510,-780104063584931.0,504048977.278188
9678,19.519396,-11534121.0
1857,-51681007.32,-369402.4602
8651,-171206752.0,168383277712290.0
375,9.88,-4.1617
5419,719975.0,65461223593.711
2381,-557836727117.0,4742900642573.24
7224,-11664352.81,-7895253118813.72
9332,90324602501.6757,-373.600312585116
5425,-407384543.1,837914124482726.0
5623,31960866.9247806,-92298116888467.7
5788,94077948879.7,-8.96098012066
9386,-940.5,-4434.27516
5979,-60418957.409,-375261977155.773
370,-98334139.7136,-2217790.50097
8164,788070.3736,-38498202.5
7720,-4457792501179.0,692078435653284.0
7198,-285609106288.6,59287122046.8
1221,4587.791529225,586955.643883
2895,96788853259.1,-7058944466.0
6546,-68367682179176.0,738848880.85752
247,464.3848888,-4789.13399496743
6117,8567572779436.0,27970451.288
7019,-1.10679589662057,8117284.0
4135,-471.985616,-56655.0
7671,86198049273.42,-79.7739216
7898,2984160.70058,-195399.0
9268,14308.43007,98.2256622
8705,-92288.373508,-2046.4397948285
4846,98771586915.0,3556727.5
6304,234789840636.85,1.44785
4640,-385.425535096134,4.24
3162,515080357.366,-546485.6669
166,-836428.881,-67.5469102454685
3618,5988263234.609,-5.33139379736
8719,-12.0,79.2099
93,776.9795352,-4.827831606
4873,-8.8,776593829.0
1266,609235.122912356,280334215339.0
5177,1612250508322.6,7.6597715378
2282,2537.716001,-669853486301.71
9329,5572.230858388,3.5319496157545
8645,-439.72083812,-865676648.6
2167,-5067800904.496,-655665101204.59
9381,-38699101698.91,81642.5367
3319,33653817451.1746,22409147.1
5150,290383684925127.0,4184781234961.77
86,19009355.787149,984223634.9124
8105,-2.27781344,-140.1957
7754,-9.0,-560235.98978029
8738,-13326066.9056,949562225.0
2640,-7845157227181.0,433758.8643563
4825,504900964.882822,-748031.3652
1306,-900018705818.75,559238.11972236
5499,-4787672107.7069,1.27
9963,-78597252.53293,153771473.413181
8983,-3387.492053693,-315221814.0
8643,-699880.43987028,34992558.9
297,-1294661743.8,67359156630818.0
4845,45498948224.98,455.0
986,971036.16229692,70620.3356529305
8609,60210269057432.3,5821771438426.9
3635,-4974858618492.0,50725508927969.0
5525,22303.5701,56391543.7814222
8876,-3912042483702.5,-4442.927
284,-91793322239621.0,-19999366.2692
1575,-971717504.3202,-2370459332.0
613,-3859590405793.22,-0.158899932
4996,-61.36021,19260.37393159
228,470.788943669327,-2075307823194.0
5019,3706.5280529723,-9857719630.6
7671,-2399536.89574,-2.4228458604
9035,9370.562777,1185103181251.0
1377,-185377.21963837,680441766.2
191,4520911854582.0,-39793.16065
8143,95763082.9,3700449518.3688
8371,6241767833775.4,63.54169
8652,-815402019.924022,-5967717073.2
9750,-45487782323.3,-34351259095.8
2994,-422953356.6606,-26989022428.7672
61,74.8264324099,3551596910428.0
118,441564365038.5,44.75458976703
8672,-877166667422.66,114295209775311.0
7441,-2302.2779853457,-3795727620.51109
6306,7.69119890137,-397.834524876721
1211,3046319753186.95,-4101290141.0
4171,-8224308.54337,60.401998
4966,-260620.7239282,-329.426
1158,475901293219.606,62791859.843916
3436,9.41315447764,538.43511242637
6954,-69348392185413.0,388782920040272.0
3813,-9745.8,2265465517888.49
7814,-34.9881350047587,-6363849123.87109
1903,-59906991422.3593,5824.224904727
9644,-71028686717.8,4424057831980.82
9146,733675262915.6,7008694273735.0
2330,-62846280.5386,-366933539.1
1296,-0.46883,98452542.5100096
7945,-57303073.0,3746772016.18
8521,-320.90831,317837.667
2570,16719500520631.9,-77034669608491.0
2414,-5796659724.33,328722236462.4
981,-6559.17,5.8382737471732
3001,1465054527.93405,-369360088.9
4770,-336.43390153029,9205.248
3389,-8.1058,-1.7630661237
2206,9438558815.58044,590514015232670.0
3599,-129.85289,-69158907443.393
7068,-489953537573256.0,-7346056.73068388
3017,460.7511,-589117760391.75
6035,-1545.74324417,40869360.4034
8595,1401389211820.0,51809836549123.0
5806,8260301.2,-88.514
8181,77273422123.5,-605300363.8
2566,11373303.0,-302248130736748.0
5764,-17805.95,-39324146219.3
2815,-9637622325.0,-7291614673039.0
106,2141963381866.73,383.0
1798,39244142463304.0,90.6874404
314,-65.8999763998,-7.43191387068
2620,-111407248.12154,-89.3775
8977,-4.2,-152283.7436832
5473,-266539103611.6,92.59888618409
2776,-5941261761800.3,-7706787504.358
7057,-503.52784,-84284.46
467,-1917721593302.5,2635846501816.55
2504,-309.4487,606092858407884.0
5608,569757.33098,-8353012022.7705
238,-848.4147299977,-76185.976486
1905,-5941.2,-41202958822558.0
3448,-764876973422.0,31648725038760.1
5537,-414.0,-2817.76275
5288,-88109299.7,-91.719
3316,-61666.73,-4935368310659.7
6720,-92426258462914.0,-727.0
2739,-651.62705,-3365.28251309
1968,870247247781560.0,2145856928.2
2156,665336185.6,5955118953.1
4071,761939152.679,-46.86342577
3992,-5881240966.2,-6148879842.662
21,-88779840.3901274,-2.0
8013,9552772062.77,-9327313523.8653
2611,-361031862750069.0,9872.2687017408
9953,405228216201.275,-165917334.40179
3633,54963736194465.0,-78389042.41107
6576,-716819289259.8,-127275793.3
4827,-738007096.815547,7161.0
6695,-3573780497.69,-382515476.343
3069,-98197.5753936,665364.9
838,-655639995.74771,-11417847598.376
9132,-690027690504718.0,-92258125010.9
5910,-4208139376021.93,81172626320.327
8312,47382663007.88,8593.0
4349,-116360611185255.0,8492225576.61294
3519,-9390157796706.23,-985031604043.0
9581,6639.7811,870265439.291
1424,18857280627590.0,-26699308089924.0
6342,57893139126.7,-1881207026.1
8789,6765131793636.2,89633.516
3291,37537.20196,-7895087.9859
742,-96064.29502,10.1
8083,9976188523370.7,-44903311.3046
1587,-84488336.74605,-9362.707
4455,-631081.2985154,-324018277268.123
4026,-66972780148051.3,22.8227625861
447,-37277581245976.0,11287327031291.0
1793,-34014487044686.7,-207.673063
2114,-680200243551.3,-7145380319717.0
4128,-1.584189,-15.9352182
7355,-63.3361189,18.8438
3336,-3026688.739,956580.48
8261,-942906631.479657,927533.2
1092,2708552394746.0,75374.8514
2770,878025435823.0,54718708.458
7171,501681682661259.0,752180472118711.0
8148,-801135.815199603,6935701257.5
5089,3.6610751754824,1500.871840176
9486,-78771790831652.5,132756265.132
4739,7248767172.0,5637.9656
9532,305406.87,-540086513562537.0
1361,6194643.0,-923.31541
4500,782416006.0,670.276073
4220,6830.7,-1634.8823975641
2821,677356396.0,-65.9948310408211
7148,226495.44316462,-1059.6
5042,7308915879.0,-8479124058.71888
1780,206651603373.0,86015.9011012124
7762,-1501103758905.3,6.5060934524
4232,-2.6007995466834,0.341042638
2661,-44302374800680.0,1014286934465.9
9769,-43300669.8489,7207720446.41
6839,8427178.8279,-292539.341
1986,376429005.68,-3106.198
3263,36018.7,3768.83606314674
9907,-305932026.363717,5327.118462401
9484,-70.3,97381535068.7
6562,3458.41066774,7.0
3337,716695563746.404,-5639119.1
5946,30.147273046689,8.0
5534,6369841985611.82,-43.302177907
1847,5359264933.8242,-266494989957537.0
8560,-46034377.873509,-445.142761856
3871,-4095066824000.5,39850217390689.0
9965,-117669357569063.0,1151230510412.0
4158,7511880599452.0,436836380503638.0
500,86.383,374.5663
2219,-66289822.3721837,0.8
6229,2053.102,-11499009.923
857,-3193.0,274402314712967.0
7468,-390125158373266.0,1302.1433
2294,-5960.2024,-21676298.40444
8992,-93335.6974904308,2449.29323291
4481,-5963910.0,-314694.2095863
8727,-5344.33426821303,920631.7
3886,872967033293318.0,72574070007133.7
7186,9484.20141,468906934333139.0
4447,-6.63450297469,-236118111806.428
1417,-938053.8658339,837.3573563607
3011,248293839283.861,24435.562053
5695,90552097168799.0,477.0
2370,-19275655.38242,1909354047489.38
3731,4014929745436.55,-12625571427149.3
5052,-2841266702578.5,-4798259.14
6061,-52068070559.0,-3891670.21
3446,4167676896970.0,81.48623401445
2508,458218725977.8,-474690543616724.0
4918,550872.97851233,625388562.36
2239,93231204623.36,8923438842698.0
2688,-2084791510.425,3630682616.0
6862,287397952.886,-9203130031329.0
76,-34.5389,8804.6775
6457,0.71198,-9509023717855.37
1339,-2194.67049,631625336878868.0
8430,58701797.0,-1497880820094.7
7436,55176.0,105510715.4115
1385,-6074002114.0,1100.3538
8691,-7.553292009487,523936038198.0
4403,-3800.16585,4911644.61282
6715,-798630920254.2,-227952.3001
6124,-155683.63475,-663514016042054.0
1995,-18704961.2,-18026950.925
5881,-6106432771.691,-22305475.0
1254,4.580225948,5093.0
2651,-596768102664806.0,-259159212924.2
219,488199137.745,-1352134.384
641,-51437203794.35,-763284512.61
1904,-49.0,-915373981.6
1838,9.1244,-3613165594.2385
1890,-6357294.13417952,294793106324.4
6054,-7415902.75,-3393105876953.5
5188,-75268052.58548,348862674650.2
1949,231841964916.63,-6.855541158115
3931,301145.16,68069836291639.0
2498,-830588684321530.0,253.7404
9874,9239218.513055,5371.3822
5926,650.3085232,-9550640.56482
9422,-31071.955,-28.20419635
5073,-7076708.0,-335575603.159908
6751,3835.861485041,1939.2
5223,-5749935.45,-5959488846652.3
78,428909846313229.0,772643193.8016
4103,-2871037.895165,674197.986
211,13398278827.3,3.2702577
793,209678.85856105,-70390.0
4017,3598104357838.0,-4619.9
1814,14.8352014438,48.7192445012
4091,41.88116,903351.88895
129,-56750278563462.7,503.75054896
2537,439143912910619.0,-521474.3343
453,14830450.909,854.961202
9217,80702372001522.0,2431479966.0
5572,742.31442187873,-12.453053
550,74085814029.39,5883079.4
4367,8.52239776576,-616503.246439357
264,-754535.6764068,7259.273264
9779,55.287367167229,15625320.2551
9475,-200960594595.9,-7005504599.4
2463,54801811.31898,-591826862320983.0
3163,6363768615598.0,5729215.42688
6716,247178742970642.0,-967025731337245.0
1162,19349945.4,-14.9623843531
8425,4.79357697,-450.0
6849,2132.5294,-5942464.661133
2061,-1754225524348.0,4529918.2294021
2698,-336671.62603,-840.90084461453
1379,638660552312900.0,9401813.116
19,26037789386877.0,-3.741503656
1989,-8439335105.99,-340763145266.218
1862,221.0,4793777439.9
4747,-70077104882113.3,-302090.39
8719,-43657496722.3561,-402662380178.59
9453,-796651760.7,42.738834027102
818,-65267797615.2539,19.28725925
5769,82519052.781,71.57390157543
9905,5692.8,523487717334.6
1071,-15.5634042472,56775.18001
9334,-27219510395047.0,331984642010.5
9931,849666743983424.0,284.8509846
7784,250955847142551.0,-33.7800527828707
6759,-69044.5827,-32753.5243
5735,79741016378.416,5632443249740.0
6009,83409935.59,-9724410.5055
2586,-844428894.0,-6486203.5
1597,84.2390596738,-7685228465956.4
5111,-4288378.34,-5497877.22
2730,688958.3476759,119589670.272
8151,11814141069.0,-586.6426
1749,8404.506818972,-7473946.23647
509,741832.0,-4978299910.6244
1982,-2409066189609.26,2257309.96327776
5683,-9463.668768911,2.84616438654
1868,-79305.486,-837266.290393409
4572,-48.887,3.6
8987,-3402.6467,68188780.8204
207,-700978536.6,-97575869376.94
6585,366.44377783,875.4936655388
3877,-2.3291319402,9722204.1284
8259,-3151317696.9465,-154929385955.0
3804,-135.43237553,526.160146984
5612,455999866.4,840.77322489327
4964,43.65458,-39170.6230669
7770,-679172.750339416,460635730233.96
1046,412143.133934,83831398.647
5609,-4074.84,25618123188581.0
4001,308016112812.8,853107385227.14
399,27161411774794.0,-76288615897805.0
1264,7377.842438841,7075059425.6
5911,2070.359,2377700451.8029
5075,3.990129371496,300363393749.5
3831,-5256075936.3,593515633628104.0
1480,5509.177,-5363637823.14
836,4421746398262.0,-3454449482.22
9841,804437607.51,2203082421.51354
1499,-8093076627.23851,60001690709.67
1541,1.8295629209,699.92947556
984,-8785782365563.0,802327.202579
8085,26858178746163.8,5167692956.6916
1183,97339854923859.0,413808497.0
1929,531502.1,576.6279
1657,-37247778.76,-93320.345066
2639,733386523536.0,-3273193662.7329
4778,-3070120375.13,-712468.0
8142,-927331588.39432,8005209538.75432
7207,28982.7286424874,-61.24257208
8247,-689.9076064791,378723854587820.0
4727,-524121913732.38,-448402915199585.0
4691,414.23,948383968427123.0
9669,6402524.372138,-12.673737975763
7821,-8436087.0,1191393.71283
9864,7.496883,94870501466653.0
8583,6317598.5003118,929632716919.599
8896,6446055.25108,-89080768228606.0
1495,5935.0,92.783
4657,88478763660.2996,644251.6938
3244,-504415.532,-329609097.6338
844,2.42798,-65178518869528.4
3772,-5674192569606.22,64957.1458
8858,22146.0,53238556.8
4997,-775388.5056781,235756993714.0
5790,-749896326604827.0,-612773.0
8131,15810.0,0.13951391
6835,3717889.4201043,90.997869669602
8003,32566520975.4799,6994551608.76178
2751,1035000.1176,-345374.0
554,922195421.758,-7305782604718.0
1818,-2.5767480617,-11.75584674551
7148,799286693046269.0,-4758099314494.36
7932,-5120.45633,70062.1
6954,6439440020966.0,-835756794399046.0
3339,96543487.1,267005423520.79
1744,31821.5451,746624.42870163
6813,3861.18053605568,-2272622.4
8226,42.638,-5.998216112129
5574,49418.9071,2.0
3212,27.13841623,-7942715157.572
8124,18632669431.92,-9900730835007.0
8813,1.78384,105691157859.0
5397,-82850233.2,-564584781.481
5353,6.17426002,-151157015981174.0
5366,-394484918586.0,-41712.337
3048,-341217018419193.0,9805586747745.0
8362,7654065438895.52,866.4134231606
6093,-69862615307218.0,203492346234.0
4676,6361773650.66,582481454.0
2931,8522510272.13212,480950.7280062
7882,615590504.0,-442888437314.7
7839,594.99026645,8927.905
